iter	Logloss
136	0.04044947565
137	0.04028537152
138	0.04020079998
139	0.04012740085
140	0.03982468465
141	0.03970431601
142	0.03957594702
143	0.03937923436
144	0.0391713906
145	0.0390337285
146	0.03899855093
147	0.03878831162
148	0.03852213597
149	0.03829654441
150	0.03828738759
151	0.038228019
152	0.03821897783
153	0.03808317848
154	0.03765434429
155	0.03754353724
156	0.03744321696
157	0.03742539069
158	0.03742080195
159	0.03733010109
160	0.03715455196
161	0.03696713655
162	0.03683239455
163	0.03660866575
164	0.03657913014
165	0.03643144386
166	0.03622216276
167	0.03614887514
168	0.03609181951
169	0.03596169103
170	0.03592873142
171	0.03588451269
172	0.03588109695
173	0.03586632295
174	0.03561400438
175	0.03555602356
176	0.03549977746
177	0.03549409833
178	0.03545184561
179	0.03541636653
180	0.0352583463
181	0.03515516787
182	0.03514453241
183	0.03507724608
184	0.03504630205
185	0.03492121663
186	0.03490712
187	0.03468366793
188	0.03450522554
189	0.03430592939
190	0.03414754363
191	0.03396163163
192	0.03396086547
193	0.03387459432
194	0.03384872847
195	0.0336633245
196	0.03366114785
197	0.03348146225
198	0.03347639233
199	0.03347512847
200	0.03347366635
201	0.0334674317
202	0.03346690302
203	0.03326412918
204	0.03326112647
205	0.03325990391
206	0.03308936893
207	0.03296295564
208	0.032960843
209	0.03293296777
210	0.0329301282
211	0.0329222435
212	0.03292077519
213	0.03290800438
214	0.03272330669
215	0.03271660118
216	0.03246472662
217	0.03246335123
218	0.03245121235
219	0.03243881946
220	0.03238721166
221	0.03228443799
222	0.03227665242
223	0.03226283252
224	0.03217173515
225	0.03216174195
226	0.03205003863
227	0.03195020572
228	0.03194849579
229	0.03192282199
230	0.03187307281
231	0.03180444001
232	0.03180224064
233	0.03158650806
234	0.03158533919
235	0.03145934511
236	0.03145303612
237	0.03144437286
238	0.03143069132
239	0.03142990657
240	0.03142863444
241	0.03142147461
242	0.03141907286
243	0.0313953217
244	0.03128098946
245	0.03127966571
246	0.03126533572
247	0.03114821967
248	0.0311416484
249	0.03113996118
250	0.03103192555
251	0.03100921522
252	0.0309923575
253	0.03099141786
254	0.030971512
255	0.03097092756
256	0.03081550114
257	0.03081499312
258	0.03075741707
259	0.03063600966
260	0.03063588369
261	0.03062890972
262	0.03040943923
263	0.0302199876
264	0.03020811099
265	0.03016642617
266	0.03015587951
267	0.03007293737
268	0.03000438305
269	0.02982042674
270	0.029779283
271	0.02977894844
272	0.02975446004
273	0.02963311665
274	0.02962642148
275	0.0294970034
276	0.02949566932
277	0.02937765907
278	0.02937102585
279	0.02936879756
280	0.02936850431
281	0.02935726377
282	0.02935175398
283	0.02933303557
284	0.02932599758
285	0.02921026724
286	0.0292087886
287	0.02920700845
288	0.02916194094
289	0.02916042307
290	0.02906282464
291	0.02902188328
292	0.02902150742
293	0.02899466682
294	0.02899322742
295	0.02894509525
296	0.02894226188
297	0.028868237
298	0.02886813168
299	0.02884326535
300	0.02883880879
301	0.02883033759
302	0.02882935045
303	0.02866102105
304	0.028660639
305	0.02861768619
306	0.02851546598
307	0.02851222991
308	0.02843028317
309	0.0282338493
310	0.02819646823
311	0.02819095845
312	0.02813435301
313	0.02797106048
314	0.02792148684
315	0.02786424327
316	0.02768767603
317	0.02764243918
318	0.02763712765
319	0.02763664647
320	0.02763469491
321	0.02763332986
322	0.02721165964
323	0.02720295921
324	0.02719365163
325	0.02719322621
326	0.02719056219
327	0.02718434406
328	0.02716806251
329	0.02715706565
330	0.02715612394
331	0.02713568321
332	0.02707546172
333	0.02701080431
334	0.02701056269
335	0.02700343383
336	0.02700193247
337	0.02692628027
338	0.02692519401
339	0.02690688036
340	0.02801258008
341	0.02682489645
342	0.02682291598
343	0.02682216014
344	0.0268045982
345	0.02678527884
346	0.02656170905
347	0.02644976824
348	0.02642884426
349	0.02642862742
350	0.02641934876
351	0.0263106213
352	0.02630889691
353	0.02630459523
354	0.02622957702
355	0.02620331673
356	0.02620187526
357	0.02618366487
358	0.02618223167
359	0.02617775238
360	0.02616706529
361	0.02614785538
362	0.02614382216
363	0.02609590683
364	0.02609156178
365	0.02609113017
366	0.02609077703
367	0.02608011472
368	0.02607292184
369	0.02600217228
370	0.02589456826
371	0.02568148937
372	0.02563283679
373	0.02562981342
374	0.02561604102
375	0.02561332536
376	0.02561316222
377	0.02556165148
378	0.02553679547
379	0.0255229384
380	0.02552060686
381	0.02549342138
382	0.02548736433
383	0.02546701033
384	0.02546467466
385	0.02540542791
386	0.02536846194
387	0.02529030679
388	0.02523830248
389	0.02511021849
390	0.02510829997
391	0.02510638352
392	0.02510624722
393	0.02509588643
394	0.02508951548
395	0.02508763
396	0.02503159042
397	0.02503028318
398	0.02496425246
399	0.02496183418
400	0.02495829247
401	0.02494054054
402	0.02493418198
403	0.02493240597
404	0.02492675162
405	0.02492445312
406	0.02482420099
407	0.02476231706
408	0.02476155916
409	0.02475863079
410	0.02459654223
411	0.02449063576
412	0.02448385178
413	0.02448347799
414	0.02448296583
415	0.0244821088
416	0.02448160697
417	0.02447933532
418	0.02447332577
419	0.02447270829
420	0.02446063343
421	0.0244555821
422	0.02439251485
423	0.02439126131
424	0.02438993343
425	0.02438869641
426	0.02430870948
427	0.02426675413
428	0.02426532506
429	0.02423452972
430	0.02422890841
431	0.02422850778
432	0.02421712267
433	0.02417774255
434	0.02415608338
435	0.02415553199
436	0.02413167139
437	0.02411505116
438	0.02410220187
439	0.02401921016
440	0.02401440872
441	0.02389711713
442	0.02384919147
443	0.02384764882
444	0.02384552172
445	0.02384517685
446	0.02384431155
447	0.02383696173
448	0.02381463345
449	0.02381453846
450	0.023814429
451	0.02364985195
452	0.02364959794
453	0.023649251
454	0.02364828245
455	0.02357840644
456	0.02357745441
457	0.02357573621
458	0.02357465821
459	0.02357435464
460	0.02356211043
461	0.0235620588
462	0.02356167469
463	0.0235454427
464	0.02354079201
465	0.02352121244
466	0.02352103484
467	0.02352050616
468	0.02348626824
469	0.0234860865
470	0.02347654557
471	0.0234754655
472	0.02346890869
473	0.02337446786
474	0.02332844006
475	0.02332825006
476	0.02324611333
477	0.02324536575
478	0.02320237783
479	0.02315213096
480	0.02314958671
481	0.02314921498
482	0.02314902912
483	0.02314890521
484	0.02313406513
485	0.02312268209
486	0.0231225809
487	0.02312233928
488	0.0231001535
489	0.02309998829
490	0.02309634538
491	0.02309512282
492	0.02309460034
493	0.02308093532
494	0.02307927908
495	0.02307225142
496	0.0230719148
497	0.02292595084
498	0.02292525282
499	0.02285882972
500	0.02280047305
501	0.02274872275
502	0.02274835516
503	0.02274751878
504	0.02271492264
505	0.02264630429
506	0.02264565997
507	0.02249792619
508	0.02249398384
509	0.02243691994
510	0.02243407831
511	0.02242955566
512	0.02242944001
513	0.022414412
514	0.02241433766
515	0.02239923117
516	0.02239905977
517	0.02239869217
518	0.02239838447
519	0.02238151435
520	0.02237991181
521	0.02237698964
522	0.0221895164
523	0.02217571508
524	0.02188685183
525	0.02188050772
526	0.0218659485
527	0.02186570275
528	0.02183637779
529	0.02183541543
530	0.02183489295
531	0.02183479796
532	0.02180724075
533	0.02180035971
534	0.02179403833
535	0.0217938091
536	0.02179161798
537	0.02179153331
538	0.02163618743
539	0.02160268676
540	0.02159507053
541	0.02156723247
542	0.02156707759
543	0.02138791033
544	0.02127714046
545	0.02127182479
546	0.02127041224
547	0.0212017815
548	0.02112256487
549	0.02112182349
550	0.02112127416
551	0.02111611958
552	0.02111241885
553	0.0211056803
554	0.0210771752
555	0.02103861081
556	0.02103372057
557	0.0210282686
558	0.02102394627
559	0.02102360758
560	0.02102314293
561	0.02102125333
562	0.02102095182
563	0.02102050368
564	0.02098514439
565	0.02087455624
566	0.02078630257
567	0.02078547238
568	0.02075614123
569	0.02075569309
570	0.02074673659
571	0.02073316863
572	0.02072486471
573	0.0206798922
574	0.02059319976
575	0.02058463977
576	0.02058444564
577	0.02058308678
578	0.02058292777
579	0.02054332048
580	0.02053872968
581	0.02053831046
582	0.02053731093
583	0.02053725104
584	0.02053715811
585	0.02053705486
586	0.02052301811
587	0.0205227703
588	0.02052256998
589	0.0205186648
590	0.02050552846
591	0.02034075935
592	0.02032924207
593	0.02032657392
594	0.02031561216
595	0.02025663388
596	0.02024965785
597	0.02024908787
598	0.02017876166
599	0.02017626904
600	0.02016660625
601	0.02016601976
602	0.02016203817
603	0.01998649317
604	0.01998480595
605	0.01998204693
606	0.01997681593
607	0.01997666518
608	0.01997613031
609	0.01997603325
610	0.01991065304
611	0.01991035772
612	0.01983692554
613	0.01983606025
614	0.01982233121
615	0.01981471085
616	0.01981451054
617	0.01967060965
618	0.01966746031
619	0.0196668924
620	0.01966679534
621	0.01966104393
622	0.01965328727
623	0.01962530878
624	0.01962503205
625	0.01962251671
626	0.0196218187
627	0.01962138295
628	0.01962126937
629	0.01961707094
630	0.01960973764
631	0.01960712317
632	0.01958544335
633	0.01955505898
634	0.01955494746
635	0.01955135412
636	0.01954992504
637	0.01952650018
638	0.01945472837
639	0.01945353885
640	0.01945308452
641	0.01941313649
642	0.01941288661
643	0.01941256032
644	0.01941176111
645	0.01941151536
646	0.01941011726
647	0.01939057279
648	0.01939006477
649	0.01926561542
650	0.01923008059
651	0.01921656013
652	0.01920512752
653	0.01917284528
654	0.01917060048
655	0.01917044353
656	0.01916486972
657	0.01915008953
658	0.01914921597
659	0.01914781581
660	0.01914452398
661	0.01914450126
662	0.01914250634
663	0.01913591442
664	0.01913440067
665	0.01913412395
666	0.01912568786
667	0.01912151834
668	0.01911116787
669	0.01910331208
670	0.01909766187
671	0.01898649755
672	0.01880149215
81484897
673	0.02076957701
674	0.02068579643
675	0.02051212038
676	0.02051200886
677	0.02050256085
678	0.02050215402
679	0.02049143182
680	0.02048994079
681	0.02048809043
682	0.02048792316
683	0.02048786946
684	0.02048783022
685	0.02048778066
686	0.02048773936
687	0.0204877249
688	0.02048771458
689	0.02048758654
690	0.02048753491
691	0.02048653125
692	0.02048322497
693	0.02045295417
694	0.02045106457
695	0.02036700519
696	0.02035759849
697	0.02035750349
698	0.02035651429
699	0.02035623549
700	0.02028867657
701	0.02019373184
702	0.02019256298
703	0.02019115249
704	0.02019065066
705	0.02017522201
706	0.02017518071
707	0.02017039372
709	0.01816428885
710	0.01813562583
711	0.01813028726
712	0.01793558152
713	0.01793485457
714	0.01793482152
715	0.0178879
716	0.0178652426
717	0.01786469739
718	0.0178596273
719	0.01785703753
720	0.01785479265
721	0.01782024998
722	0.01781806293
723	0.01781773869
724	0.0177777005
725	0.01777283487
726	0.01776252948
727	0.01774946704
728	0.01774498141
729	0.01774153665
730	0.01774142512
731	0.01774135491
732	0.01774134252
733	0.01774074774
734	0.01773610721
735	0.01773512211
736	0.01773496309
737	0.01773495689
738	0.01772887692
739	0.01772684063
740	0.01772005642
